国語,英語,数学,物理,化学,生物,地学,世界史,日本史,経済,地理,倫理
55,55,61,61,59,56,56,51,50,53,51,53
60,61,53,53,63,67,67,52,58,65,57,65
60,60,56,56,53,52,53,71,70,60,70,58
58,59,55,54,60,63,62,52,56,61,56,61
44,45,49,47,47,41,41,44,45,46,46,39
44,46,50,47,54,52,50,31,36,48,36,43
66,65,72,74,64,61,62,72,65,60,66,63
54,55,40,38,54,60,59,46,57,63,55,59
52,53,48,46,53,53,53,49,54,56,54,52
64,63,61,61,63,65,65,63,63,64,63,66
47,48,56,54,51,46,45,47,46,47,47,42
70,70,66,68,70,75,75,66,66,70,66,75
60,61,57,57,60,62,62,59,61,62,61,62
62,61,63,63,58,57,57,69,66,60,66,60
52,53,60,59,57,53,52,50,48,51,49,49
72,71,72,74,73,77,77,68,66,70,66,76
61,60,59,59,56,55,56,68,67,60,67,59
58,59,61,60,67,70,69,42,46,60,46,62
56,56,71,72,61,55,55,56,49,50,50,51
63,62,64,64,61,60,60,68,65,61,66,62
54,53,56,55,46,39,40,71,67,51,67,46
44,46,48,45,53,51,49,32,38,49,38,43
61,62,53,52,63,69,68,53,59,66,58,67
59,58,63,63,56,52,53,67,63,56,64,54
68,68,64,65,69,73,73,63,64,68,63,73
72,71,64,66,66,70,71,77,76,71,75,75
51,52,51,49,52,50,50,51,54,54,54,49
76,74,69,72,71,76,77,78,76,73,75,80
66,67,50,50,67,77,76,55,65,74,63,77
73,72,66,68,68,73,73,76,75,72,74,77
73,73,54,55,69,80,80,68,76,79,73,83
58,58,63,64,56,52,53,65,61,55,62,54
65,64,54,55,57,59,60,74,76,66,75,66
61,60,49,49,47,46,48,80,80,62,79,58
68,68,59,60,65,70,71,68,70,70,69,73
64,64,61,62,64,67,67,62,63,65,63,67
57,57,67,67,65,63,62,49,47,55,48,56
70,68,75,77,67,66,67,76,69,63,69,68
58,57,56,56,54,53,53,63,63,58,63,56
48,48,59,58,47,38,39,57,52,44,53,39
65,64,64,65,60,59,60,75,71,63,71,64
70,68,62,63,61,63,64,81,79,68,79,70
58,57,53,53,44,39,42,81,78,56,78,51
58,57,65,66,56,52,52,65,60,54,61,53
59,59,67,67,64,62,62,54,52,56,52,58
59,58,68,69,58,53,54,66,59,54,60,54
46,48,48,46,51,48,48,42,46,51,46,45
65,65,56,56,66,73,72,55,61,69,60,71
68,67,70,72,62,61,62,79,72,63,73,66
64,64,70,71,65,63,63,66,61,60,62,63
55,56,51,50,58,60,59,48,53,59,53,57
56,57,54,53,62,65,64,45,50,61,50,60
70,70,56,57,68,76,76,64,70,74,68,78
63,62,62,62,57,55,56,73,70,60,70,60
72,72,65,67,70,76,76,71,71,72,70,78
55,55,52,51,49,45,47,66,65,55,65,51
63,63,70,71,64,63,63,64,60,59,60,62
65,65,67,67,72,76,75,51,52,65,52,70
58,59,57,57,62,64,63,51,54,61,54,61
65,65,58,58,66,72,71,57,62,68,61,71
59,60,60,60,66,69,68,46,49,61,49,63
69,69,68,70,67,70,70,71,68,67,68,71
69,68,59,60,64,69,69,71,72,70,72,72
69,69,58,59,68,76,76,62,67,72,66,76
72,72,70,71,76,83,82,61,62,72,61,79
56,56,56,56,51,48,49,67,65,55,65,52
52,52,49,48,44,39,41,68,67,53,67,46
62,62,60,60,62,64,64,60,60,62,60,64
73,73,61,63,74,85,84,62,67,77,65,83
54,53,55,55,48,43,44,66,64,52,64,48
62,61,69,70,61,57,58,69,63,57,64,58
48,49,51,49,52,49,48,46,48,51,48,46
49,50,58,56,54,49,49,46,45,48,46,45
62,61,70,70,67,66,65,56,53,58,54,62
64,64,59,59,64,67,67,60,63,65,62,67
71,70,60,62,66,72,72,72,74,72,73,75
60,60,55,55,59,61,61,58,61,62,60,62
58,58,63,63,57,53,54,63,60,55,60,54
56,57,58,58,59,59,59,52,53,57,54,57
56,56,63,63,55,51,51,63,58,53,59,52
59,60,50,50,59,63,63,56,62,64,61,63
62,62,66,67,63,62,62,62,59,59,59,61
69,67,61,62,59,60,62,81,79,67,78,68
43,44,42,39,39,32,33,54,57,46,57,36
58,58,55,55,60,61,61,53,57,60,56,60
69,68,64,65,66,69,70,71,71,68,70,72
52,52,57,56,53,49,49,55,54,52,54,49
65,66,59,59,68,74,73,56,61,68,60,72
56,56,52,52,54,53,54,60,62,58,61,55
63,62,66,67,63,63,63,64,61,60,61,62
59,59,65,66,61,59,59,59,56,57,57,58
55,55,59,58,54,51,51,59,57,53,57,51
69,67,64,65,59,58,60,83,79,65,79,67
59,60,61,61,65,67,66,48,51,60,51,62
60,60,55,55,56,56,57,66,67,62,66,60
59,59,64,64,64,64,63,53,52,58,52,59
62,61,60,61,58,58,58,67,66,61,66,60
64,64,59,60,60,62,62,68,68,64,68,65
61,60,56,56,56,56,57,66,67,61,66,60
73,70,82,86,66,62,64,88,75,62,77,68
53,53,53,52,52,49,49,58,58,54,58,50
55,54,60,60,50,44,45,69,64,52,65,48
67,67,70,72,73,77,75,56,55,65,56,71
48,49,55,53,57,56,54,36,39,50,39,48
52,53,45,43,53,54,54,48,55,58,54,54
66,65,59,60,61,63,64,70,70,66,70,67
55,56,59,58,58,57,56,53,53,56,54,55
57,57,73,73,62,57,56,57,50,51,52,53
56,57,54,53,60,62,61,48,52,59,52,58
50,51,53,51,55,54,53,44,47,53,48,50
57,56,61,61,55,51,51,63,60,54,60,53
57,56,61,62,51,46,47,72,66,54,67,51
59,59,64,64,65,66,65,49,49,58,50,60
68,68,62,63,69,75,75,60,62,69,62,74
57,57,53,52,52,50,51,66,66,59,66,55
60,59,78,79,66,60,60,58,49,52,51,55
68,68,56,56,66,73,73,63,68,72,67,75
49,50,47,45,50,48,48,48,53,53,53,48
52,52,55,54,53,50,50,53,53,53,54,49
68,67,62,63,64,67,67,70,70,67,70,70
52,54,52,51,58,59,58,43,48,56,48,54
60,60,66,67,65,65,64,54,52,58,53,60
71,71,65,66,71,77,77,66,67,72,67,77
67,67,80,82,75,75,74,59,52,61,53,68
67,66,54,55,58,61,63,76,78,69,76,69
56,56,63,63,55,51,51,62,57,53,58,51
62,63,45,44,57,64,65,61,70,70,68,69
57,56,73,73,61,55,55,57,49,50,51,51
62,61,71,73,58,52,53,76,66,55,68,56
62,61,66,67,64,64,64,58,56,60,57,62
73,72,58,59,69,78,78,70,75,76,73,81
43,45,45,42,48,45,44,39,44,48,44,41
52,51,73,73,53,41,41,64,51,42,54,40
57,59,55,54,63,67,66,46,51,62,50,62
61,60,64,64,56,53,54,70,66,57,66,56
61,61,57,57,60,61,61,60,62,62,62,62
63,63,61,62,62,63,64,64,64,63,64,65
64,62,60,61,54,52,54,79,75,61,75,60
49,49,55,53,50,45,45,51,51,49,51,44
70,70,71,72,76,82,81,56,56,69,56,76
52,53,58,57,58,56,55,47,47,53,48,51
50,51,57,56,53,49,49,49,48,50,49,46
66,66,73,75,70,71,70,61,57,62,57,67
74,73,72,74,75,81,81,68,66,72,66,80
56,55,70,70,59,53,52,58,51,50,53,50
