国語,英語,数学,物理,化学,生物,地学,世界史,日本史,経済,地理,倫理
49,48,54,54,56,48,54,56,62,52,55,41
57,59,48,52,62,60,60,64,67,55,58,54
65,70,50,51,60,44,59,59,66,53,61,52
55,57,49,52,60,55,58,61,66,53,57,50
43,40,45,46,45,33,44,45,56,43,45,31
36,32,45,48,47,44,45,49,58,44,44,31
63,66,62,60,66,53,64,64,68,61,67,52
55,58,38,45,55,52,54,59,65,48,51,51
52,53,44,47,53,45,52,55,62,48,51,44
61,65,53,55,64,57,62,65,68,57,63,55
44,42,50,49,49,38,47,49,58,46,49,33
66,70,57,59,71,67,68,72,72,63,69,62
59,62,51,53,62,54,60,62,67,55,60,52
63,66,55,54,62,49,60,61,66,56,63,51
47,46,53,52,54,45,52,54,61,50,53,39
66,70,62,62,73,69,70,74,73,65,71,62
63,67,52,52,61,47,59,60,66,54,61,51
47,46,54,56,61,62,58,63,66,55,56,47
47,46,61,58,58,47,55,56,62,55,58,38
62,66,56,56,64,52,61,62,67,57,64,53
61,63,50,48,53,31,52,50,61,48,56,42
38,34,44,47,47,43,45,49,58,44,44,32
59,61,47,52,63,61,61,66,68,55,59,56
59,61,55,54,59,44,57,57,64,54,60,47
63,67,56,58,69,65,66,70,71,61,66,60
73,80,56,58,72,62,70,72,73,63,71,66
51,51,46,48,52,42,51,53,61,48,52,42
74,81,60,61,75,68,73,75,74,66,74,68
65,70,45,52,68,69,66,72,72,58,63,65
73,80,57,59,73,65,70,73,73,64,72,66
74,82,48,55,73,72,71,76,75,62,69,72
58,59,55,54,59,45,57,57,64,54,60,46
71,78,48,51,64,51,63,64,69,56,64,60
73,80,45,47,59,38,59,57,66,51,61,56
68,74,52,55,69,62,67,70,71,60,67,63
62,65,54,56,66,59,63,66,69,58,64,56
47,46,58,58,60,55,57,60,64,56,58,42
66,70,64,62,70,58,67,68,70,64,71,57
59,62,50,51,58,45,57,57,64,52,58,48
48,46,52,50,49,30,47,46,57,46,51,32
67,72,56,55,65,51,63,64,68,58,66,56
75,82,54,55,69,55,67,68,71,60,70,63
70,76,48,47,56,31,56,53,63,50,60,50
57,58,57,55,58,44,57,56,63,54,60,44
51,51,58,57,61,54,58,61,65,56,59,45
56,57,59,56,60,45,57,57,64,55,61,44
45,43,44,46,49,40,47,50,59,45,47,36
61,64,50,54,66,65,64,68,70,58,62,58
69,74,60,58,68,53,66,65,69,61,69,57
59,62,60,59,65,55,62,64,67,59,65,51
52,53,47,50,57,52,55,59,64,51,54,47
51,51,48,52,59,57,56,61,65,52,55,48
69,75,50,55,70,68,68,73,73,60,67,66
65,70,54,54,62,47,61,61,67,56,64,53
70,76,57,59,73,68,70,74,73,64,70,66
60,63,47,48,54,38,54,53,62,49,56,46
58,60,60,59,64,55,62,63,67,59,64,50
54,55,58,60,67,68,64,69,69,61,63,54
54,55,51,53,60,56,58,62,66,54,57,49
61,65,51,55,66,64,64,68,70,58,63,58
50,50,53,55,62,61,59,64,66,55,58,49
67,71,59,59,70,62,67,69,71,62,69,60
70,76,52,55,69,60,67,69,71,60,67,63
67,72,51,56,70,68,67,72,72,61,66,64
63,67,60,62,74,75,70,76,73,66,70,63
60,63,50,50,56,40,55,55,63,51,58,46
61,64,45,45,51,31,51,50,61,46,54,44
59,62,53,55,63,56,61,64,67,56,61,53
68,73,54,59,75,76,71,77,75,64,69,69
58,60,49,49,53,35,53,51,61,49,56,43
60,62,60,57,63,49,61,61,66,58,64,49
46,44,47,48,50,41,48,50,59,46,49,37
43,41,51,51,51,41,49,51,59,48,50,35
53,53,60,59,64,58,61,63,66,59,62,48
61,65,52,54,65,59,62,66,69,57,62,56
71,78,53,56,71,64,69,72,73,62,69,65
59,62,49,52,61,54,59,62,66,54,59,52
57,58,55,54,59,45,57,57,64,54,59,45
52,53,52,53,58,51,56,59,64,53,56,46
55,56,55,54,57,43,55,55,63,53,58,43
60,63,46,50,61,55,59,62,67,53,58,54
57,59,58,57,63,54,61,62,66,57,62,50
74,81,53,54,67,52,66,66,70,59,69,62
51,51,39,41,43,24,43,43,56,40,45,34
55,57,49,52,59,53,57,61,65,53,57,49
68,74,56,57,69,61,67,69,71,61,68,61
51,51,51,51,53,41,52,53,61,49,54,40
61,64,52,56,67,66,64,69,70,59,63,59
58,61,47,49,57,45,55,57,64,51,56,48
59,61,57,57,64,55,61,63,67,58,63,51
55,55,57,56,61,51,58,60,65,56,60,46
54,55,52,52,55,43,54,54,62,51,56,43
74,81,56,55,67,50,66,65,70,60,69,60
51,51,54,55,62,59,59,63,66,55,58,48
63,67,49,51,60,48,59,60,66,54,60,53
52,52,56,56,61,56,58,61,65,56,59,46
62,66,53,54,62,50,60,61,66,55,62,52
65,70,52,54,64,54,62,64,68,57,64,56
63,67,50,51,61,48,59,60,66,54,61,53
71,77,70,64,72,54,69,68,70,66,75,58
55,56,48,49,54,41,53,53,62,49,54,43
59,61,53,51,55,35,54,52,62,51,58,43
57,58,61,61,69,68,66,70,70,62,66,55
39,36,49,51,51,48,49,53,59,48,48,35
53,54,42,46,53,46,52,55,63,47,51,45
67,72,52,54,66,55,64,66,69,58,65,58
52,52,52,53,57,49,55,57,63,52,56,44
49,47,62,59,59,49,56,57,63,56,60,40
51,52,48,51,58,54,56,59,64,52,55,47
46,45,47,49,52,46,51,53,61,48,50,39
57,58,54,53,57,43,56,56,63,52,58,44
61,64,54,52,57,38,56,54,63,52,60,45
50,49,56,56,61,58,58,62,65,56,58,46
62,66,55,58,69,67,66,71,71,61,66,60
62,65,47,49,57,42,56,56,64,51,58,49
48,47,67,62,62,53,58,59,64,59,62,41
67,72,50,54,69,65,66,71,72,59,65,64
50,50,43,46,50,40,49,51,60,45,49,40
51,51,49,50,53,42,52,53,61,49,53,41
68,73,54,56,68,59,66,68,70,60,67,60
48,47,47,50,55,51,53,57,62,49,52,43
52,52,58,57,62,57,59,62,66,57,60,47
67,72,57,59,72,69,69,73,73,63,69,64
53,54,68,65,70,67,66,69,69,65,68,51
73,80,49,51,66,53,65,66,70,57,66,62
54,55,55,54,57,43,55,55,62,53,58,42
67,73,41,48,62,56,61,65,69,53,60,61
48,47,62,59,58,47,56,56,62,55,59,39
62,65,61,57,62,44,60,59,65,58,65,48
56,57,57,57,63,56,60,63,66,57,62,49
73,80,51,56,73,69,71,75,74,63,70,70
42,39,42,44,46,37,44,47,57,42,44,33
48,46,63,56,53,33,51,48,58,52,57,32
51,52,49,53,60,59,57,62,66,53,56,49
62,65,55,54,60,45,59,59,65,55,62,49
60,63,51,53,61,53,60,62,66,55,60,52
62,65,54,55,64,56,62,64,68,57,63,54
69,75,53,53,62,44,61,60,67,56,65,55
48,47,49,49,50,37,49,49,59,47,50,36
58,60,61,62,72,74,68,74,72,65,68,59
47,45,52,52,55,48,52,55,62,50,53,40
47,45,51,51,52,41,50,51,60,48,51,37
57,58,63,62,68,63,64,67,69,62,66,52
67,72,62,63,75,73,72,76,74,67,72,65
49,48,60,57,57,45,55,55,62,54,58,39
63,66,68,63,68,54,65,65,68,63,71,52
71,78,54,58,74,71,71,75,74,64,70,69
58,60,55,54,59,45,57,58,64,54,60,47
58,60,57,58,66,61,63,66,68,59,63,54
47,46,51,52,55,48,53,56,62,51,53,41
54,55,39,44,52,45,51,55,63,46,50,46
49,48,51,54,59,57,56,60,65,53,55,46
55,56,57,55,59,45,57,57,63,54,59,44
59,62,63,63,72,72,68,73,72,65,69,59
58,60,53,55,64,59,61,65,68,57,61,53
67,72,53,55,67,59,65,68,70,59,66,60
65,69,54,54,62,47,61,61,66,56,64,53
65,69,53,55,66,58,64,66,69,58,64,58
63,66,60,58,65,52,62,63,67,59,66,52
61,64,62,60,67,56,64,65,68,61,67,52
67,73,52,54,66,55,64,66,69,58,65,58
57,59,53,56,64,61,62,66,68,57,61,54
60,63,51,53,62,54,60,63,67,55,61,53
60,64,52,54,63,55,61,63,67,56,61,53
62,65,43,46,55,43,55,56,64,49,55,50
57,58,54,53,59,46,57,58,64,53,59,46
58,60,49,50,55,40,54,54,62,50,56,45
64,67,51,52,60,46,59,59,66,54,61,51
54,55,50,53,60,55,58,61,65,54,57,49
54,55,45,49,56,49,54,58,64,50,53,47
45,44,47,50,53,48,51,54,61,48,50,40
65,69,49,53,66,60,64,67,70,57,63,59
55,57,33,40,49,39,48,51,61,42,46,45
49,48,46,47,50,38,49,50,59,46,50,37
53,54,65,63,67,61,63,65,67,62,65,49
53,53,59,58,63,56,60,62,66,58,61,47
58,61,58,60,71,73,67,73,72,63,66,59
57,58,61,60,67,62,64,67,68,61,65,53
41,36,55,50,45,26,44,42,54,45,48,25
69,75,53,55,68,59,66,68,71,59,67,61
59,62,52,55,66,63,63,67,69,58,62,56
68,73,49,50,60,43,59,59,66,53,62,54
45,42,47,44,40,16,40,37,52,39,44,24
70,77,47,53,70,68,68,73,73,60,66,68
62,65,49,53,63,57,61,65,68,56,61,56
70,77,38,42,54,34,55,54,64,47,56,53
48,47,44,47,52,45,50,53,61,47,49,41
46,44,69,63,62,54,59,60,64,60,62,39
42,39,50,51,52,47,50,53,60,49,50,36
37,32,44,44,41,28,40,41,54,39,41,25
61,63,61,57,60,41,58,57,64,56,64,45
62,67,46,53,66,66,64,70,71,57,61,61
61,63,58,58,66,58,63,65,68,59,65,54
61,64,50,53,63,56,61,64,68,55,61,54
56,57,57,58,66,64,63,67,68,59,63,53
56,57,56,56,63,57,60,63,67,57,61,50
61,65,51,54,65,60,63,66,69,57,62,57
59,62,56,57,65,60,63,66,68,58,63,54
45,43,49,48,47,31,46,45,57,44,48,31
64,67,68,65,72,61,68,69,70,66,72,56
56,58,48,52,61,58,59,63,67,54,58,53
58,60,37,40,47,30,47,48,59,42,48,42
68,74,52,53,64,50,62,63,68,57,65,57
57,60,44,49,58,52,57,60,65,51,55,51
68,73,55,55,66,53,64,65,69,58,66,58
56,58,58,57,62,50,59,60,65,57,62,47
41,38,50,52,54,52,51,56,61,50,50,38
69,74,63,63,74,67,71,73,73,66,73,63
63,67,55,59,71,71,68,73,72,62,67,63
53,53,61,56,57,40,55,53,61,54,59,39
78,86,58,58,72,56,70,70,72,63,73,66
62,66,52,54,63,53,61,63,67,56,62,54
55,57,52,52,56,44,55,55,63,52,57,44
45,43,60,58,58,50,55,57,62,54,57,39
47,45,55,56,59,55,56,59,64,54,56,43
49,49,52,55,60,58,57,62,65,54,56,47
43,40,47,50,52,48,50,54,61,48,49,38
46,44,46,47,49,40,48,50,59,45,48,36
51,50,58,59,65,66,62,67,68,59,61,50
62,65,53,54,63,54,61,63,67,56,62,54
60,63,55,56,64,56,62,64,68,58,63,53
57,59,49,49,54,37,53,52,61,49,55,43
58,59,63,60,66,56,63,64,67,60,65,50
57,59,53,54,61,52,59,61,66,55,59,50
60,63,50,53,62,56,60,64,67,55,60,54
56,59,42,47,57,51,55,59,65,49,53,50
56,57,72,67,71,63,67,68,69,66,70,51
58,60,56,59,69,70,66,71,71,61,64,58
46,45,48,49,51,42,50,52,60,47,50,37
72,79,52,56,71,65,69,72,73,61,69,67
55,57,39,43,50,38,50,51,61,44,49,43
40,36,49,48,46,35,45,46,56,44,46,29
51,51,61,58,59,47,56,57,63,56,60,41
75,83,58,59,73,62,71,72,73,64,73,67
45,43,41,45,49,44,48,51,60,44,46,38
47,47,49,52,57,54,54,59,64,51,53,44
59,61,52,51,56,38,55,54,62,51,58,44
58,60,58,56,60,46,58,58,64,56,62,47
55,57,40,45,54,48,53,57,64,47,51,48
52,52,59,57,59,48,57,58,63,55,59,43
53,54,49,49,52,37,51,51,60,48,53,40
66,71,48,52,66,60,64,67,70,57,63,61
51,52,46,49,54,46,52,55,62,49,52,43
67,72,61,60,71,62,68,70,71,63,71,61
49,49,46,48,52,43,51,53,61,47,51,40
73,79,54,56,71,62,69,71,72,62,70,65
57,58,46,46,49,27,49,47,59,45,52,39
75,83,61,61,74,63,72,73,74,66,75,67
66,71,54,55,66,56,64,66,69,59,66,58
50,50,53,55,60,56,57,61,65,54,57,46
64,68,62,60,67,55,65,65,68,61,68,54
58,60,59,59,66,60,63,66,68,60,65,53
62,66,54,57,69,67,66,71,71,60,65,60
64,68,60,60,69,62,66,69,70,62,68,58
52,53,51,52,56,47,54,57,63,51,55,44
48,47,60,59,61,57,58,61,65,57,59,44
46,44,51,53,57,55,55,59,63,52,53,43
74,81,46,49,64,50,63,64,69,55,64,62
60,62,61,57,61,43,59,57,64,56,63,46
56,58,48,52,61,59,59,64,67,54,57,53
59,62,60,59,67,61,64,67,69,61,66,54
55,57,56,56,62,55,60,62,66,56,61,49
65,69,54,57,68,62,66,69,70,60,66,60
53,53,52,51,54,40,53,53,61,50,55,40
53,53,54,54,59,51,57,59,64,54,58,45
60,63,54,56,66,62,63,67,69,59,63,56
57,58,59,58,65,59,62,65,67,59,63,51
42,40,43,47,50,48,48,53,60,45,46,38
70,76,53,55,67,57,65,67,70,59,67,61
66,70,63,60,67,52,65,64,68,61,69,54
60,63,55,54,61,49,59,60,66,55,62,50
45,43,54,55,58,56,55,59,63,53,55,42
56,58,52,52,56,43,55,55,63,52,57,44
57,58,58,58,64,57,61,64,67,58,63,51
54,54,53,50,51,32,50,49,59,48,55,37
38,35,39,44,46,43,44,49,58,42,42,34
57,59,44,45,51,33,50,50,60,46,52,42
60,63,42,45,53,38,52,53,62,47,53,47
70,76,46,50,63,52,62,64,69,55,62,60
59,62,65,65,74,74,70,75,73,67,71,60
46,44,52,53,57,53,54,58,63,52,54,42
57,60,46,47,54,39,53,53,62,48,54,45
69,75,57,56,65,49,64,63,68,59,68,56
49,48,48,51,56,50,53,57,63,50,53,43
52,53,44,48,55,50,54,57,63,49,52,46
64,68,54,56,65,57,63,66,69,58,64,56
58,60,49,54,66,66,63,68,70,57,60,57
45,43,41,47,53,53,51,56,62,47,47,43
55,56,54,57,65,65,62,67,68,58,61,54
64,67,50,51,60,46,59,59,66,53,61,52
58,61,60,59,67,60,63,66,68,60,65,53
59,62,51,53,63,57,60,64,67,55,60,54
68,73,55,56,67,55,65,66,69,59,67,58
46,44,68,65,67,66,62,66,67,63,64,45
65,69,55,55,63,48,61,61,67,57,64,53
48,47,56,55,56,47,54,55,62,53,56,40
69,76,46,52,68,65,66,71,72,58,65,66
48,46,52,52,54,44,52,53,61,50,53,39
47,46,48,49,51,41,50,51,60,47,50,38
49,49,57,56,59,52,56,59,64,55,58,43
48,47,48,50,53,44,51,53,61,48,51,40
68,73,46,46,53,29,53,51,62,48,58,47
53,53,54,53,55,40,53,53,61,51,56,40
45,44,50,49,50,38,48,50,59,47,50,35
44,42,53,52,52,42,50,51,59,49,52,35
41,38,47,50,51,49,49,54,60,47,48,37
74,81,58,56,67,49,66,64,69,60,70,59
50,49,49,49,52,40,51,52,60,48,52,39
50,49,58,58,61,57,58,62,65,56,59,45
64,68,51,51,59,44,58,58,65,53,61,51
56,58,40,45,53,44,52,55,63,46,51,47
52,52,49,51,56,47,54,56,63,50,54,44
61,64,65,65,74,71,70,74,72,66,71,60
52,53,41,47,54,50,53,57,64,48,51,47
47,45,45,47,51,43,49,52,60,46,49,39
52,52,59,55,55,37,53,52,60,52,58,37
60,63,44,45,51,32,51,50,61,46,53,44
58,60,51,54,64,62,62,66,68,57,60,55
43,41,44,47,49,44,48,51,59,45,47,36
55,56,51,53,60,54,58,61,65,54,58,49
59,60,61,57,60,42,58,56,63,56,63,44
50,49,60,58,61,53,58,60,64,57,60,44
52,54,41,47,55,50,53,57,64,48,51,47
62,64,56,54,60,44,59,58,65,55,62,48
47,45,72,67,67,62,62,64,66,63,65,43
58,60,42,44,50,34,50,50,61,45,51,43
60,63,54,52,57,40,56,55,63,53,60,46
51,51,48,48,50,36,49,50,60,47,51,38
58,59,54,55,61,52,59,61,66,55,60,49
55,57,41,49,61,65,59,66,68,53,55,56
51,51,51,52,55,46,54,55,62,51,55,42
60,62,55,52,56,37,55,53,62,52,59,44
57,59,52,53,60,50,58,59,65,54,59,48
42,39,56,56,57,54,54,57,62,53,54,39
66,70,61,58,66,51,64,64,68,60,68,54
59,62,51,56,68,70,65,71,71,59,63,60
50,51,44,50,59,62,57,63,66,52,53,51
68,74,58,59,71,65,69,72,72,63,70,63
61,64,54,54,61,49,60,60,66,56,62,51
48,47,50,53,58,57,55,60,64,52,54,45
49,49,50,53,59,58,56,61,65,53,55,47
48,47,55,55,57,51,55,58,63,53,56,42
51,51,57,54,56,41,54,54,61,52,57,39
59,61,53,54,60,49,58,60,65,55,60,49
56,57,62,63,71,73,67,73,71,64,67,57
70,76,60,61,74,67,71,74,73,65,72,65
57,59,47,49,55,44,54,56,63,50,55,47
58,60,57,57,63,55,61,63,67,58,63,51
61,64,51,51,57,40,56,55,63,52,59,47
59,62,52,54,62,55,60,63,67,56,61,52
55,55,56,54,58,44,56,56,63,53,58,43
68,73,60,58,67,52,65,65,69,60,69,56
38,34,47,46,42,28,41,41,54,41,43,25
55,56,60,59,65,59,62,64,67,59,63,50
64,68,59,58,66,54,64,65,68,60,67,55
55,56,51,55,64,65,61,67,68,57,59,54
56,58,50,53,61,55,58,62,66,54,58,50
42,39,52,50,48,35,46,47,57,46,49,30
58,61,49,50,57,45,56,57,64,51,57,48
55,56,57,56,62,53,59,61,66,56,61,48
68,74,53,54,64,50,63,63,68,57,65,57
52,52,46,48,53,44,52,54,62,48,52,43
60,63,53,55,64,57,62,65,68,57,62,54
54,55,57,60,69,74,65,72,71,62,63,57
67,73,59,61,74,72,71,75,74,65,71,65
57,60,46,51,60,55,58,62,66,53,57,52
52,53,44,49,56,53,54,59,64,50,53,47
56,57,51,52,59,50,57,59,65,53,58,48
67,72,56,56,65,51,63,64,68,58,66,56
67,72,60,57,65,48,63,62,67,59,68,54
63,67,52,53,62,51,61,62,67,55,62,54
60,63,40,43,50,34,50,50,61,44,51,45
52,53,49,52,58,52,56,59,64,52,56,47
73,78,68,62,70,48,68,65,69,64,74,56
58,61,42,47,56,48,55,58,64,49,54,50
71,77,61,63,77,73,73,77,75,68,74,68
62,66,59,59,69,62,66,68,70,62,67,57
62,66,56,55,63,51,61,62,67,57,64,52
57,60,41,46,55,46,54,57,64,48,53,49
58,61,47,48,55,42,54,55,63,49,55,46
50,51,49,52,57,53,55,59,64,52,54,46
58,60,56,58,66,63,63,67,69,59,63,55
64,68,59,58,66,54,64,65,68,60,67,55
60,63,54,55,63,54,61,63,67,56,62,52
59,62,49,52,62,57,60,64,67,55,59,54
55,56,53,53,58,49,57,58,64,53,58,46
69,75,51,54,68,60,66,69,71,59,66,62
47,45,48,49,52,43,50,52,60,48,50,38
69,74,58,60,74,71,71,75,74,65,71,66
54,55,44,44,47,27,47,46,58,43,50,37
59,61,52,52,58,44,56,56,64,53,59,47
54,55,53,51,54,38,53,52,61,50,56,41
49,49,55,56,60,57,58,61,65,55,57,46
44,42,49,51,55,52,52,56,62,50,51,40
61,64,49,55,69,73,66,73,72,59,63,63
58,60,54,54,60,48,58,59,65,54,60,48
54,54,55,56,62,56,59,62,66,56,60,48
61,65,49,52,62,54,60,63,67,54,60,54
57,60,48,50,56,44,55,56,63,51,56,46
54,54,60,58,62,53,59,61,65,57,62,46
59,62,45,47,54,38,53,53,62,48,55,45
50,51,46,48,54,46,52,55,62,48,52,43
69,74,55,57,70,64,68,71,72,62,69,63
61,64,48,50,59,48,58,59,65,52,58,51
64,68,48,49,58,43,57,58,65,52,59,51
64,68,55,55,64,51,62,63,67,57,64,54
69,75,50,56,72,71,69,74,74,61,67,67
52,52,36,40,44,28,44,44,57,39,44,37
70,76,60,61,74,68,71,74,74,65,72,65
59,62,50,53,62,56,60,63,67,55,60,53
59,62,52,53,61,50,59,60,66,55,60,50
44,41,54,52,51,39,49,49,58,48,51,33
53,54,61,59,62,52,59,60,65,58,62,45
64,68,56,59,73,74,69,75,73,63,68,64
52,51,54,51,51,31,50,48,59,48,54,35
53,53,65,61,64,55,61,62,66,60,64,46
50,49,61,59,62,57,59,62,65,58,61,45
56,59,41,47,58,54,56,61,66,50,54,52
49,48,42,44,47,35,47,48,59,43,47,37
62,66,47,49,57,42,56,56,64,51,58,49
51,51,64,62,66,63,62,66,67,61,64,48
44,41,54,53,52,43,50,52,59,49,52,35
45,43,43,46,48,39,47,49,59,44,46,36
53,54,48,52,60,58,58,62,66,53,56,50
51,51,48,49,54,43,52,54,62,49,53,42
62,66,55,60,73,78,70,76,74,64,67,65
51,50,53,51,52,35,50,50,59,48,54,37
62,65,54,55,63,53,61,63,67,57,63,53
57,58,61,58,61,46,59,58,64,57,63,45
62,65,53,57,69,68,66,71,71,60,65,61
53,53,62,60,63,55,60,62,65,59,62,46
58,60,47,48,54,39,53,54,62,49,55,45
53,53,56,55,58,48,56,58,63,54,58,44
62,65,60,58,66,53,63,64,68,60,66,53
46,45,52,52,54,47,52,55,61,50,53,40
64,67,65,64,74,69,70,73,72,66,72,60
47,46,41,41,39,17,40,38,53,38,43,27
37,33,48,48,45,36,44,45,56,43,44,28
59,61,54,54,61,50,59,60,65,55,61,49
49,49,44,49,56,55,54,59,64,50,52,46
46,45,49,52,58,59,55,61,64,52,53,46
52,52,53,55,61,58,58,62,66,55,58,48
61,65,44,49,61,55,59,63,67,52,58,56
59,61,53,52,58,44,56,57,64,53,59,47
55,56,55,54,58,45,56,56,63,53,58,44
59,62,47,49,57,44,56,57,64,51,57,48
50,50,49,48,49,31,48,47,58,46,51,35
60,63,43,45,53,37,52,52,62,47,54,46
59,62,51,54,63,58,61,64,68,56,61,54
42,38,52,50,48,35,46,46,57,46,49,30
72,79,50,52,66,52,64,66,70,57,66,61
47,46,47,49,52,45,51,53,61,48,50,40
62,65,66,63,70,61,67,68,70,64,70,55
59,62,46,47,55,40,54,55,63,49,55,47
57,58,54,56,64,61,62,65,68,57,61,53
55,56,51,51,57,46,55,57,63,52,56,45
66,71,45,49,60,49,59,61,67,52,60,56
51,51,47,49,53,42,51,53,61,48,52,41
59,62,47,51,61,56,59,63,67,54,59,54
54,54,60,60,66,63,62,66,68,60,63,51
46,45,48,51,56,54,54,58,63,50,52,43
77,86,45,50,68,58,67,69,72,58,67,69
54,56,46,50,58,54,56,61,65,52,55,49
65,69,45,50,62,55,61,64,68,54,60,58
61,63,58,55,60,42,58,57,64,55,62,46
72,78,64,62,73,60,70,71,72,66,74,62
72,78,48,49,61,42,60,59,67,53,63,56
58,60,59,58,65,58,62,65,68,59,64,52
61,65,41,45,55,44,55,57,64,48,54,51
59,62,51,54,64,59,61,65,68,56,61,55
45,44,55,56,58,56,56,59,63,54,55,42
63,68,40,49,65,66,63,69,71,54,59,63
61,65,47,51,61,54,60,63,67,54,59,54
51,51,58,58,62,55,59,61,65,57,60,46
69,75,55,54,64,46,62,61,67,57,66,55
64,68,52,54,66,60,64,67,69,58,64,58
67,72,59,58,66,51,64,64,68,60,68,55
64,68,55,57,68,62,66,69,70,60,66,59
68,74,48,51,63,51,62,63,68,55,62,58
65,70,38,41,51,32,51,51,62,44,53,48
49,49,49,51,56,51,54,57,63,51,54,44
64,69,42,47,60,52,59,62,67,52,58,56
63,67,48,48,55,35,54,53,63,49,57,47
59,62,50,52,60,50,58,60,65,53,59,50
57,58,53,53,58,44,56,57,63,53,58,45
61,63,61,60,68,61,65,67,69,62,67,55
50,50,49,49,52,40,51,52,60,48,52,39
44,43,48,51,55,52,52,57,62,50,51,41
64,68,52,51,58,40,58,57,64,53,61,49
55,56,46,50,58,52,56,59,65,51,55,49
63,67,57,56,64,50,62,62,67,58,65,52
64,69,51,52,62,51,61,62,67,55,62,55
47,46,40,42,43,25,43,42,55,40,44,32
51,52,48,50,55,47,53,56,63,50,53,44
71,76,69,67,79,74,76,78,76,71,78,67
74,80,56,54,64,43,63,61,68,58,68,57
41,37,49,47,44,28,43,42,55,43,45,27
60,63,57,58,66,59,64,66,69,59,65,55
59,61,57,55,61,47,59,59,65,56,62,48
64,68,49,52,63,56,62,64,68,56,62,56
46,44,62,60,62,58,58,61,64,58,59,43
56,58,50,52,60,52,58,60,65,53,58,49
57,59,52,50,54,35,53,52,61,50,57,42
50,49,46,47,50,37,48,49,59,46,50,37
59,62,50,51,58,44,56,57,64,52,58,48
51,50,59,56,57,45,55,56,62,54,58,40
60,63,55,57,66,59,63,66,68,58,64,55
55,56,62,60,66,59,63,65,67,60,64,50
46,45,52,53,55,47,52,55,61,50,53,39
56,57,53,53,58,46,56,57,64,53,58,46
44,42,52,53,54,49,52,55,61,50,52,38
58,60,51,52,58,47,57,58,64,53,58,48
67,72,59,58,68,58,66,67,70,61,68,58
68,74,57,57,67,55,65,66,69,60,68,58
64,68,58,58,67,56,64,66,69,60,67,55
