国語,英語,数学,物理,化学,生物,地学,世界史,日本史,経済,地理,倫理
48,64,68,67,52,41,48,60,43,44,57,45
51,71,63,60,54,46,53,61,45,49,65,55
52,69,65,63,51,40,48,84,49,47,80,49
50,69,63,62,53,44,51,60,45,48,63,53
39,55,60,56,50,34,42,50,41,41,52,36
39,55,59,55,51,39,46,34,39,42,39,39
56,75,78,76,54,44,51,84,48,47,76,54
47,64,52,49,51,43,50,53,45,48,64,52
46,62,58,55,51,40,47,57,44,46,62,46
55,74,69,66,53,45,52,72,47,49,73,56
41,58,64,61,50,37,44,55,42,42,54,39
59,80,73,71,56,50,56,76,48,51,75,62
52,71,66,64,53,44,51,70,47,48,71,53
53,72,70,69,52,42,49,82,48,47,78,52
46,62,68,64,52,40,47,57,43,43,57,44
60,80,77,76,56,51,57,79,48,51,76,64
51,70,67,65,52,41,48,80,48,47,78,51
49,69,68,66,55,48,54,49,42,47,52,53
49,66,77,74,53,41,48,65,43,43,57,45
54,72,71,69,53,43,50,79,48,47,76,54
46,63,64,62,49,34,42,84,48,44,79,41
39,57,58,55,51,39,46,37,39,42,42,39
52,73,62,60,54,47,53,61,46,49,66,57
50,68,69,67,52,40,47,78,47,46,73,47
57,77,71,69,55,49,55,74,47,50,73,60
61,80,70,70,54,48,55,90,51,51,87,63
45,62,60,58,51,39,46,60,44,45,61,43
63,84,74,75,56,50,57,92,51,53,86,66
57,77,59,58,55,51,56,65,47,53,74,65
62,81,73,71,55,49,56,89,51,51,86,64
61,84,63,62,55,52,58,80,50,55,85,70
50,67,70,68,52,40,47,76,46,45,71,47
55,75,63,61,52,42,50,86,51,50,86,55
52,70,59,57,50,37,46,93,52,48,92,49
58,78,67,66,54,48,54,79,49,51,80,61
55,75,69,67,54,46,53,73,47,49,73,56
49,67,73,71,54,44,51,56,42,45,54,48
59,79,79,79,55,46,52,89,48,48,80,57
50,67,64,62,52,40,47,74,47,46,73,49
42,58,67,64,50,33,41,68,43,40,61,35
56,75,71,69,53,42,50,89,49,48,82,54
59,78,68,67,53,44,51,94,52,50,91,59
50,67,62,60,49,34,43,96,51,45,90,44
50,67,71,70,52,39,47,76,46,44,71,47
51,68,74,70,54,44,51,63,43,45,61,51
51,67,75,72,53,40,48,78,45,45,70,47
41,57,58,54,50,38,45,48,42,44,52,41
55,76,64,63,54,49,55,65,46,50,69,60
58,78,75,74,53,43,51,92,50,48,86,57
54,73,75,74,54,45,51,78,46,47,71,53
47,66,60,59,52,43,49,57,44,47,61,49
48,67,63,60,53,45,52,53,43,47,58,53
58,79,64,63,55,50,56,76,49,52,79,65
54,72,70,67,52,41,49,85,49,47,82,52
61,81,71,71,55,50,56,82,49,52,81,65
48,65,61,59,50,37,45,77,47,45,76,45
53,74,76,74,54,44,51,75,46,47,71,52
55,75,74,71,56,50,56,59,44,49,59,59
50,69,66,62,53,45,51,60,44,48,61,52
55,74,66,64,54,49,55,67,47,50,71,59
51,71,68,66,54,48,53,52,43,48,57,53
58,78,74,73,55,48,54,84,49,50,79,59
57,78,67,65,54,47,54,83,49,51,84,61
58,80,67,64,55,50,56,72,48,52,77,64
60,81,75,74,57,54,59,72,47,51,72,67
49,66,65,62,51,37,46,77,47,45,76,46
46,61,59,56,49,33,42,79,48,44,78,42
54,73,68,66,54,45,52,70,46,48,70,54
62,84,69,68,57,55,59,71,48,53,77,70
46,64,64,61,50,36,44,77,47,44,75,42
53,70,74,73,53,41,49,80,47,46,73,50
43,58,61,57,51,38,45,53,42,43,55,40
44,60,66,63,51,39,45,52,41,42,51,41
54,71,76,73,54,46,52,66,44,46,60,53
54,74,67,65,54,46,53,70,47,49,71,57
60,79,69,66,55,48,55,83,50,52,84,64
51,69,63,61,53,44,50,69,46,48,69,53
50,67,71,67,52,40,48,74,46,45,70,46
48,67,67,63,53,42,50,61,44,46,62,49
49,66,70,67,52,39,46,74,45,45,68,46
52,70,60,58,52,44,51,65,47,49,70,55
54,72,73,71,54,44,51,73,45,47,69,52
58,77,69,67,52,44,51,95,51,50,91,57
39,54,53,50,47,31,39,63,45,41,65,33
50,69,63,62,53,43,50,63,45,47,65,52
59,77,72,69,54,47,54,85,49,50,81,61
46,63,65,62,51,38,46,64,44,44,63,43
56,75,67,65,55,49,55,67,46,50,69,61
49,67,62,59,51,40,47,70,47,46,70,49
53,72,72,71,53,44,51,75,46,48,72,53
51,69,72,69,53,43,49,69,45,46,65,50
48,65,67,65,51,39,47,68,45,44,67,45
57,77,70,70,52,43,50,98,51,49,93,56
50,70,68,67,54,46,53,57,43,48,59,54
52,69,63,62,52,41,49,76,48,48,76,51
50,70,71,69,54,45,51,60,44,46,59,51
52,71,69,66,52,43,50,79,47,48,75,52
55,74,67,66,53,44,51,80,49,49,78,55
52,70,65,63,52,41,49,78,48,48,77,52
61,81,86,84,54,44,51,103,51,48,88,56
46,63,62,60,51,39,46,68,45,45,67,44
47,65,68,66,50,35,44,82,47,43,74,42
58,77,77,75,56,51,57,67,44,49,64,60
43,58,63,61,52,41,48,42,39,43,44,42
46,62,56,53,51,40,48,55,44,46,61,47
56,74,68,66,53,45,52,82,49,50,80,57
48,65,66,65,53,42,48,62,44,46,61,48
49,67,78,76,54,42,49,67,43,43,60,46
48,66,62,61,53,44,50,55,44,47,59,50
44,62,62,59,52,41,48,52,42,44,54,45
49,67,68,67,52,39,46,73,46,45,69,47
49,66,69,67,51,36,45,84,48,45,77,45
51,70,70,68,54,46,52,57,43,46,58,52
58,77,70,68,55,50,56,70,47,51,72,61
49,66,61,59,51,39,47,77,48,47,78,49
51,68,82,79,55,44,50,68,42,44,58,48
57,78,64,62,54,50,56,74,48,52,77,63
44,61,56,55,50,38,45,56,44,44,60,42
46,61,64,61,51,38,46,63,44,44,61,44
58,78,69,68,54,46,53,82,49,50,80,59
46,63,62,58,52,43,49,50,42,46,54,47
51,70,72,70,54,45,52,63,44,46,61,51
60,81,72,70,56,50,57,78,48,52,76,65
58,76,83,82,56,49,56,70,43,47,60,58
57,75,63,61,52,43,51,89,51,51,89,58
48,66,70,69,52,39,46,72,45,44,67,45
53,73,55,53,52,45,52,72,49,51,80,58
49,65,77,76,53,41,48,67,43,43,60,46
54,70,77,76,52,40,47,89,48,45,78,48
53,71,72,70,54,45,52,69,45,47,66,52
61,83,66,65,55,51,57,81,50,53,85,67
39,55,55,52,50,36,44,44,41,43,49,37
46,60,78,75,51,34,43,74,43,40,62,37
50,68,63,61,54,46,53,53,43,48,57,54
52,69,71,69,52,40,48,82,48,46,75,49
52,70,65,63,53,44,51,70,46,48,71,53
54,74,69,67,53,44,52,76,47,48,72,55
55,71,68,67,51,39,48,94,51,48,86,51
42,59,64,60,51,37,44,58,43,43,59,40
59,79,77,75,57,53,58,65,45,50,64,64
45,64,66,63,52,41,48,55,42,44,54,46
45,61,66,62,51,38,46,56,42,43,57,42
56,75,78,77,55,48,54,72,45,48,67,57
63,83,77,76,56,53,58,80,48,52,77,66
48,65,76,73,53,40,47,68,44,43,61,43
58,75,83,82,54,44,51,90,48,47,79,55
61,83,69,67,56,51,58,80,50,53,83,67
50,68,70,68,52,40,48,77,46,45,72,49
54,74,71,70,55,48,54,70,46,48,67,57
47,64,66,64,52,42,48,56,42,45,55,46
45,62,53,50,51,40,47,54,45,46,64,46
49,67,67,64,53,45,52,52,42,46,56,51
51,67,72,69,52,40,48,74,45,44,69,46
60,79,78,76,57,52,58,69,45,50,67,63
53,71,68,66,54,46,52,67,46,49,68,55
57,77,68,66,54,46,53,81,49,50,81,59
53,71,69,68,52,41,48,85,49,47,81,52
56,74,68,66,54,46,53,76,48,50,78,57
55,74,75,73,53,43,50,84,48,47,76,53
56,75,78,76,54,45,51,81,47,47,73,54
56,75,67,66,53,45,52,82,49,49,80,57
53,73,67,66,54,47,54,64,45,49,65,56
53,71,66,63,53,44,51,71,47,48,71,53
54,72,66,65,53,45,51,71,47,48,72,54
48,66,57,55,50,38,46,71,47,47,76,48
51,67,68,66,52,40,48,72,46,45,69,47
48,65,64,61,51,38,46,73,46,45,72,45
52,69,66,65,52,40,48,81,48,47,78,50
50,68,65,63,53,44,51,60,44,47,62,52
47,65,60,56,52,42,49,57,45,46,63,49
44,62,62,59,52,41,48,49,42,44,52,45
56,75,64,62,54,47,53,72,48,50,75,59
42,60,46,43,49,37,45,55,46,46,66,44
44,59,60,57,50,37,44,59,44,43,60,40
55,74,81,79,56,47,53,69,44,46,62,55
52,71,75,72,54,45,52,66,44,46,61,52
58,79,73,71,56,52,58,65,45,50,64,64
56,76,77,74,55,47,54,69,45,48,66,57
40,54,69,66,50,31,40,61,41,39,53,31
57,77,67,66,53,46,53,83,50,51,82,60
55,73,67,65,54,48,54,64,46,49,69,58
52,71,63,61,51,39,47,87,50,47,85,50
36,50,61,57,47,27,36,66,43,38,60,26
59,80,62,60,55,50,57,76,50,54,80,65
53,73,63,62,53,45,52,69,47,50,72,56
48,66,51,50,49,35,44,85,51,47,90,47
44,60,58,55,51,40,47,51,43,45,55,44
52,68,84,83,55,44,50,65,42,43,55,48
44,61,65,62,52,41,48,46,41,44,47,43
35,50,57,55,49,32,40,44,40,40,46,31
52,70,77,75,52,38,46,89,48,44,77,47
55,75,61,60,54,50,56,62,47,52,71,62
55,74,74,72,54,46,52,77,46,48,73,55
53,72,65,63,53,45,51,69,47,49,73,55
54,74,71,69,55,48,55,63,45,49,63,57
53,70,72,69,54,46,52,68,45,48,64,54
55,73,65,64,54,47,53,69,47,49,72,58
55,75,71,68,54,46,53,70,46,48,68,55
40,56,63,60,49,34,42,60,43,41,57,35
60,79,83,83,56,47,54,88,48,48,78,58
51,71,62,59,53,46,52,59,45,49,63,54
43,59,51,48,48,33,42,66,47,44,72,40
56,73,67,66,53,42,50,87,50,49,83,55
49,67,58,56,52,43,50,62,46,48,67,52
57,76,70,68,53,43,51,88,50,49,82,55
52,70,74,72,53,42,49,74,46,46,69,50
45,62,65,62,53,43,49,43,40,44,46,45
62,81,79,77,56,50,56,87,49,50,81,64
59,80,70,69,56,52,57,70,46,51,70,64
48,64,76,73,52,38,45,78,45,42,68,42
62,82,72,72,54,45,53,102,53,51,96,61
53,72,67,66,53,44,51,76,48,48,74,54
48,66,67,64,52,39,47,71,46,45,68,47
47,66,76,73,54,42,49,59,41,43,54,45
49,67,71,67,54,44,51,54,42,46,52,49
49,69,68,65,54,46,52,53,42,47,57,52
44,61,62,58,52,42,48,44,41,44,49,44
42,58,60,58,51,38,45,53,42,43,55,40
53,73,73,72,56,49,55,55,43,48,56,57
53,72,68,67,53,44,51,76,47,48,73,53
54,74,70,68,54,45,52,73,47,48,71,54
46,64,64,62,50,36,44,74,46,44,72,42
55,74,78,77,54,45,51,77,45,47,69,53
51,69,67,65,53,43,50,69,45,47,69,52
52,72,64,62,53,45,52,69,47,48,70,55
48,67,57,53,52,43,50,57,45,48,64,51
58,77,88,86,56,48,54,77,45,47,66,56
57,77,72,69,56,51,57,63,45,50,64,62
44,60,62,60,51,38,46,53,42,44,55,42
60,81,67,66,54,49,55,83,50,52,84,65
44,60,52,50,49,37,44,62,46,45,68,43
39,55,64,61,50,35,43,50,40,41,50,36
49,67,76,74,53,41,48,70,44,44,62,47
61,83,72,72,55,48,55,94,52,52,90,63
42,58,54,52,51,39,47,43,42,44,51,42
47,66,63,61,53,44,50,50,42,46,53,49
49,66,67,64,51,37,45,80,47,44,74,44
51,69,74,71,52,41,48,78,46,46,71,48
46,65,54,51,51,41,48,56,45,48,65,48
50,67,74,71,53,42,48,69,44,44,62,47
44,62,63,61,50,37,44,68,45,44,65,42
56,74,63,60,53,46,53,73,49,51,78,59
